YEAR,STATE,DISTRICT,Rainfall (mm),Total Geographical Area (ha) - Recharge Worthy Area (ha).3,Total Geographical Area (ha) - Hilly Area,Total Geographical Area (ha),Ground Water Recharge (ham) - Rainfall Recharge.3,Ground Water Recharge (ham) - Canals.3,Ground Water Recharge (ham) - Surface Water Irrigation.3,Ground Water Recharge (ham) - Ground Water Irrigation.3,Ground Water Recharge (ham) - Tanks and Ponds.3,Ground Water Recharge (ham) - Water Conservation Structure.3,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m) - Domestic.3,Ground Water Extraction for all uses (ha.m) - Industrial.3,Ground Water Extraction for all uses (ha.m) - Irrigation.3,Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham),In-Storage Unconfined Ground Water Resources(ham) - Fresh,In-Storage Unconfined Ground Water Resources(ham).1 - Saline,Total Ground Water Availability in Unconfined Aquifier (ham) - Fresh,Total Ground Water Availability in Unconfined Aquifier (ham).1 - Saline,Total Ground Water Availability in the area (ham) - Fresh,Total Ground Water Availability in the area (ham).1 - Saline
2025,UTTAR PRADESH,BASTI,1110.78,293807,0,293807,68653.15,695.04,0,13596.72,1131.74,76.804,84153.46,84153.46,8087.3,76066.16,6665.37012,87.48398,42489.77,49242.62,64.73656617,6902.14,26586.77,0,0,76066.16,0,76066.16,0
2025,UTTAR PRADESH,BIJNOR,1053.5,458903,0,458903,101011.42,20820.74,3385.5,25763.11,597.72,360.684,151939.17,151939.17,14825.65,137113.52,8116.6656,1033.2055,86029.02,95178.89,69.41612322,9877.35,40173.94,0,0,137113.52,0,137113.52,0
2025,UTTAR PRADESH,BUDAUN,784.54,423788,0,423788,64557.54,0,80,14367.68,1101.08,25.338,80131.64,80131.64,6122.53,74009.11,8050.366088,31.4995,50674.19,58756.07,79.390321,10206.27,13836.3,0,0,74009.11,0,74009.11,0
2025,UTTAR PRADESH,BULANDSHAHAR,673.13,360947,0,360947,47204.78,68898.95,6116.96,38790.64,598.51,44.97,161654.81,161654.81,13893.59,147761.22,6282.420332,712.48,130627.44,137622.32,93.13832141,7338.68,15063.62,0,0,147761.22,0,147761.22,0
2025,UTTAR PRADESH,CHANDAULI,949.06,188369,0,188369,30170.31,5504.43,11451.35,7913.74,331.6,1186.972,56558.43,56558.43,4991.83,51566.6,4760.39643,108.3685,26289.72,31158.47,60.42374328,5796.23,19372.29,0,0,51566.6,0,51566.6,0
2025,UTTAR PRADESH,CHITRAKOOT,943.2,300665,0,300665,32543.84,0,1934.03,7412.06,462.47,1310.292,43662.7,43662.7,4366.27,39296.43,2683.13106,126.582,29087.06,31896.76,81.16961261,3676.03,6651.45,0,0,39296.43,0,39296.43,0
2025,UTTAR PRADESH,DEORIA,1019.38,253800,0,253800,50802.89,13193.99,56357.2,22948.98,2033.3,0,145336.37,145336.37,13307.89,132028.48,6691.10189,35.113,76494.34,83220.53,63.03225637,7913.93,47585.13,0,0,132028.48,0,132028.48,0
2025,UTTAR PRADESH,ETAH,658.23,242757,0,242757,31842.95,13484.99,26028.44,15156.43,644.85,271.74,87429.4,87429.4,7592.5,79836.9,4726.97484,47.4135,52044.94459,56819.33,71.16925883,5645.28,22099.27,0,0,79836.9,0,79836.9,0
2025,UTTAR PRADESH,ETAWAH,587.48,240301,0,240301,28368.49,21977.41,12012.46,10014.59,149.67,13.562,72536.18,72536.18,6636.29,65899.89,3330.71844,155.928,31487.52,34974.15,53.07163639,4100.96,30155.5,0,0,65899.89,0,65899.89,0
2025,UTTAR PRADESH,FARRUKHABAD,753.48,220623,0,220623,33197.97,4995.9,540.17,10816.2,414.41,34.2,49998.85,49998.85,3929.49,46069.36,4100.35233,15.1195,30162.21,34277.7,74.40455001,4244.47,11647.54,0,0,46069.36,0,46069.36,0
2025,UTTAR PRADESH,FATEHPUR,746.9,425255,0,425255,64085.24,29337.57,6721.79,18030.44,1378.32,606.81,120160.17,120160.17,10466.52,109693.65,7601.6214,21.9365,71206.94,78830.51,71.86424191,9954.38,28692.91,0,0,109693.65,0,109693.65,0
2025,UTTAR PRADESH,FIROZABAD,656.92,241953,0,241953,29525.89,21737.99,34620.13,0,597.29,895.104,87376.4,87376.4,8421.27,78955.13,6921.11394,103.6235,71027.4,78052.14,98.85632511,7151.21,12026.77,0,0,78955.13,0,78955.13,0
2025,UTTAR PRADESH,G.B.NAGAR,537.16,144273,0,144273,16287.19,17715.01,3764.37,13478.94,281.03,0,51526.54,51526.54,5152.65,46373.89,1564.89078,2415.3875,44808.4,48788.68,105.207219,1758.84,3989.09,0,0,46373.89,0,46373.89,0
2025,UTTAR PRADESH,GHAZIABAD,729.83,116914,0,116914,15534.29,13360.71,1136.24,10463.57,77.8,0,42164.11,42164.11,4216.42,37947.69,7333.169119,2743.559,36883.86,46960.59,123.7508528,10630.68,1580.85,0,0,37947.69,0,37947.69,0
2025,UTTAR PRADESH,GHAZIPUR,853.77,330052,0,330052,58153.8,16084.7,12537.38,17825.93,500.86,154.27,105256.94,105256.94,10190.55,95066.39,7121.35002,57.9985,50860.81,58040.18,61.05226043,8914.76,35232.78,0,0,95066.39,0,95066.39,0
2025,UTTAR PRADESH,GONDA,1047,399609,0,399609,85204.33,19921.63,81.35,21330.22,3120.05,0,129657.58,129657.58,12043.15,117614.43,10125.29199,496.473,61164.07,71785.85,61.03490022,13610.36,42343.52,0,0,117614.43,0,117614.43,0
2025,UTTAR PRADESH,GORAKHPUR,1338.3,321087,0,321087,81307.05,8354.91,60024.29,28347.69,3426.86,0,181460.81,181460.81,15942.52,165518.29,9665.22993,929.2315,93486.68,104081.13,62.88195099,11921.4,59180.99,0,0,165518.29,0,165518.29,0
2025,UTTAR PRADESH,HAMIRPUR,735.88,381540,0,381540,33424.79,0,4573.27,5962.66,603.97,1734.96,46299.65,46299.65,4629.99,41669.66,2232.96999,95.995,25197.53,27526.49,66.05883033,2268.15,14107.99,0,0,41669.66,0,41669.66,0
2025,UTTAR PRADESH,HAPUR,788.32,114481,0,114481,20806.37,16607.04,2068.41,12430.08,866,5.225,52783.13,52783.13,5278.31,47504.82,3.47991,1052.66,43563.25,44619.39,93.92602687,3.56,2885.36,0,0,47504.82,0,47504.82,0
2025,UTTAR PRADESH,HARDOI,816.35,594843,0,594843,98957.45,36244.68,10182.25,32284.09,2497.15,0,180165.63,180165.63,15078.59,165087.04,8876.99418,707.224,92018.71,101602.9,61.54504921,11109.17,61251.95,0,0,165087.04,0,165087.04,0
2025,UTTAR PRADESH,HATHRAS,618.98,183799,0,183799,22642.37,22306.13,15763.88,11359.72,304.96,92.532,72469.6,72469.6,5913.49,66556.11,4266.04116,84.81581,56522.86,60873.71,91.46224141,4390.96,9797.08,0,0,66556.11,0,66556.11,0
2025,UTTAR PRADESH,JALAUN,687.2,456583,0,456583,65746.89,2754.55,20910.35,15180.51,48.46,0,104640.75,104640.75,9853.78,94786.97,4418.53962,16.3885,49481.415,53916.35,56.88160514,4509.25,40779.92,0,0,94786.97,0,94786.97,0
2025,UTTAR PRADESH,JAUNPUR,901.72,399094,0,399094,71486.65,23984.54,15634.76,21583.18,1455.16,98.382,134242.65,134242.65,11489.21,122753.44,14020.85742,104.974,72113.82,86239.68,70.25438961,17940.45,32594.17,0,0,122753.44,0,122753.44,0
2025,UTTAR PRADESH,JHANSI,764.99,461937,40463,502400,32106.04,2923.01,25959.15,12172.41,417.63,0.884,73579.1,73579.1,6748.36,66830.74,3295.77918,61.0645,40821.67,44178.51,66.1050738,3439.34,22508.67,0,0,66830.74,0,66830.74,0
2025,UTTAR PRADESH,KANNAUJ,714.62,214346,0,214346,27630.57,21757.93,1508.47,11620.55,559.71,45.7,63122.93,63122.93,5442.45,57680.48,4533.35694,10.512,41094.29,45638.15,79.1223478,4685.36,17650.57,0,0,57680.48,0,57680.48,0
2025,UTTAR PRADESH,KANPUR DEHAT,726.5098841,323737,0,323737,47012.79,14387.25,8585.53,15545.9,440.23,0,85971.7,85971.7,8597.17,77374.53,4132.28034,362.81,50708.36,55203.43,71.34573871,4202.93,22100.46,0,0,77374.53,0,77374.53,0
2025,UTTAR PRADESH,KANPUR NAGAR,709.6,309483,0,309483,44943.06,17911.96,6860.71,17395.55,699.35,117.464,89298.66,89298.66,8229.67,81068.99,8151.618526,455.301,55101.40976,63708.3,78.5852889,9294.74,16690.77,0,0,81068.99,0,81068.99,0
2025,UTTAR PRADESH,KASGANJ,724.77,199388,0,199388,26173.19,13607.77,19043.35,12967.98,295.66,20.7,72108.66,72108.66,4482.26,67626.4,4142.41566,8.103,42787.93,46938.44,69.40845587,4325.08,20505.29,0,0,67626.4,0,67626.4,0
2025,UTTAR PRADESH,KAUSHAMBI,846.45,178001,0,178001,31767.04,6728.2,2240.83,9949.03,751.53,317.14,51753.77,51753.77,5175.38,46578.39,4723.07664,1.1315,33058,37782.21,81.11531979,4995.9,9936.3,0,0,46578.39,0,46578.39,0
2025,UTTAR PRADESH,KUSHI NAGAR,1112,287378,0,287378,54405.09,39647.28,61688.4,23067.04,875.26,0,179683.06,179683.06,15957.09,163725.97,8967.75873,71.496,75094.221,84133.48,51.38676534,9454.67,79105.58,0,0,163725.97,0,163725.97,0
2025,UTTAR PRADESH,LAKHIMPUR KHERI,1130,655505,0,655505,143274.42,42161.18,4803.97,38091.5,3468.16,0,231799.24,231799.24,16077.3,215721.94,12696.37608,1087.7,117769.51,131553.57,60.98293479,13690.09,83174.64,0,0,215721.94,0,215721.94,0
2025,UTTAR PRADESH,LALITPUR,909.89,381942,121981,503923,16694.91,1948.56,13004.07,8298.94,912.67,84.396,40943.54,40943.54,3145.89,37797.65,3588.95886,6.27385,27786.43,31381.66,83.02542618,3775.9,6229.05,0,0,37797.65,0,37797.65,0
2025,UTTAR PRADESH,LUCKNOW,879.83,244196,0,244196,35705.51,22896.58,4932.35,8963.41,961.59,51.544,75967.34,75967.34,5504.08,70463.26,13005.28631,1402.968395,33584.94,47993.17,68.1109134,13872.83,23956.47,0,0,70463.26,0,70463.26,0
2025,UTTAR PRADESH,MAHOBA,809.7,229341,0,229341,9016.02,9106.16,5577.27,6143.91,394.23,1790.4,32027.99,32027.99,3202.8,28825.19,1186.215471,1.28949835,24406.7,25594.22,88.79115801,1403.42,3388.7,0,0,28825.19,0,28825.19,0
2025,UTTAR PRADESH,MAHRAJGANJ,1389.1,247760,0,247760,62945.97,18097.73,7239.51,16607.47,573.44,0,105464.12,105464.12,7560.48,97903.64,7359.62421,23.29599982,55402.8,62785.74,64.13013857,8358.92,34118.61,0,0,97903.64,0,97903.64,0
2025,UTTAR PRADESH,MAINPURI,659.74,276072,0,276072,37592.43,22298.34,16686,16515.02,1080.36,104.832,94276.97,94276.97,9427.7,84849.27,5107.50486,13.885425,56524.49,61645.89,72.65341234,6162.39,23486.95,0,0,84849.27,0,84849.27,0
2025,UTTAR PRADESH,MATHURA,556.89,336078,0,336078,34914.45,36892.52,40839.86,23234.96,301.99,177.96,136361.74,136361.74,11369.2,124992.54,6713.80197,1158.738452,80797.23,88669.77,70.9400497,7536.57,35500.01,0,0,124992.54,0,124992.54,0
2025,UTTAR PRADESH,MAUNATH BHANJAN,897.3,171624,0,171624,31228.21,7108.01,3421.46,6898.41,2102.87,0,50758.96,50758.96,4801.21,45957.75,6639.67704,4.22139,23108.86,29752.76,64.73937475,7033.82,15810.85,0,0,45957.75,0,45957.75,0
2025,UTTAR PRADESH,MEERUT,856.89,281049,0,281049,47294.49,16954.39,8611.2,14105.15,437.47,70.552,87473.24,87473.24,7051.34,80421.9,9728.642475,1550.0341,52163.2,63441.9,78.88634812,9992.63,18822.15,0,0,80421.9,0,80421.9,0
2025,UTTAR PRADESH,MIRZAPUR,973.1,295437,156648,452085,26498.94,4107.72,21100.16,7981.42,15.66,1913.782,61617.66,61617.66,5865.66,55752,7034.10699,92.624341,28018.43,35145.17,63.03840221,7749.51,19891.42,0,0,55752,0,55752,0
2025,UTTAR PRADESH,MORADABAD,902.59,224944,0,224944,41956.19,9176.18,3746.09,12988.15,2051.58,183.066,71151.24,71151.24,7115.13,64036.11,10462.10569,967.06179,43841.46,55270.63,86.31166072,11318,11739.88,0,0,64036.11,0,64036.11,0
2025,UTTAR PRADESH,MUZAFFARNAGAR,869.1,275666,0,275666,46556.5,29653.78,14034.7,19908.28,342.74,23.851,110519.87,110519.87,8575.64,101944.23,6855.638597,2654.8515,71715.98,81226.46,79.67734908,7242.55,21625.81,0,0,101944.23,0,101944.23,0
2025,UTTAR PRADESH,PILIBHIT,1201.27,336959,0,336959,64276.17,14758.52,6759.65,19041.45,1497.58,0,106333.37,106333.37,7820.26,98513.11,5581.02447,406.6095,55434.015,61421.64,62.34869653,6056.31,36616.19,0,0,98513.11,0,98513.11,0
2025,UTTAR PRADESH,PRATAPGARH,837.75,371743,0,371743,65653.27,32294.34,16389,27246.69,951.53,1027.636,143562.48,143562.48,13114.43,130448.05,8449.22805,5.60739,91157.06,99611.88,76.36134078,8884.57,30400.84,0,0,130448.05,0,130448.05,0
2025,UTTAR PRADESH,PRAYAGRAJ,843.09,499630,47370,547000,73511.57,16630.44,30636.88,19624.33,2060.57,111.506,142827.39,142827.39,13708.74,129118.65,17553.70261,1649.023264,75537.14,94739.87,73.37427242,21863.05,33197.99,0,0,129118.65,0,129118.65,0
2025,UTTAR PRADESH,RAIBARELI,748.3,392458,0,392458,58606.26,23444.53,23636.58,18530.8,2055.51,329.275,126603,126603,10151.87,116451.13,7352.77608,69.54949,61823.64,69245.99,59.4635621,9591.99,44965.92,0,0,116451.13,0,116451.13,0
2025,UTTAR PRADESH,RAMPUR,1051.61,229790,0,229790,50712.71,18743.8,168.28,13129.66,545.38,50.072,83349.91,83349.91,8045.18,75304.73,5368.03164,542.7195,47199.01,53109.77,70.52647291,5579.04,21983.94,0,0,75304.73,0,75304.73,0
2025,UTTAR PRADESH,SAHARANPUR,1102.65,368941,0,368941,85461.62,15260.65,8542.53,34117.35,379.09,4.957,143766.2,143766.2,8916.56,134849.64,7484.45202,1530.868213,121360.55,130375.89,96.68241606,7920.86,21012.39,0,0,134849.64,0,134849.64,0
2025,UTTAR PRADESH,SAMBHAL,784.54,241520,0,241520,38806.88,411.79,41.6,7806.15,748.14,131.088,47945.64,47945.64,3348.94,44596.7,5953.14489,2112.58,30510.452,38576.2,86.50012221,8027.77,4254.06,0,0,44596.7,0,44596.7,0
2025,UTTAR PRADESH,SANT KABIR NAGAR,1253.92,164699,0,164699,43464.01,1505.18,600.7,7454.12,1052.45,0,54076.46,54076.46,5407.65,48668.81,4463.99088,159.7707,24847.55,29471.29,60.55477831,5675.89,17985.63,0,0,48668.81,0,48668.81,0
2025,UTTAR PRADESH,SANT RAVIDAS NAGAR,949.6,98305,3195,101500,19509.1,51072.14,1762.01,13935.2,913.23,530.6,87722.28,87722.28,8473.89,79248.39,3566.20257,213.94862,55344.58,59124.75,74.60687845,4234.64,19455.22,0,0,79248.39,0,79248.39,0
2025,UTTAR PRADESH,SHAHJAHANPUR,898.18,458131,0,458131,90822.82,15238.19,1367.63,22643.46,2255.27,16.331,132343.71,132343.71,11208.33,121135.38,8695.807815,1633.0152,64734.06,75062.88,61.96610767,9328.22,45440.1,0,0,121135.38,0,121135.38,0
2025,UTTAR PRADESH,SHAMLI,869.1,136126,0,136126,24852.76,11198.68,1136.17,10277.67,196.89,24.146,47686.32,47686.32,3754.33,43931.99,3049.94073,128.7205,40977.06,44155.72,100.5092644,3153.9,943.56,0,0,43931.99,0,43931.99,0
2025,UTTAR PRADESH,SHRAWASTI,1184.51,185782,0,185782,46239.36,1912.44,0,9810.88,648.72,1134.02,59745.44,59745.44,5974.54,53770.9,3382.83825,0,28031.12,31413.96,58.42186015,3632.46,22107.32,0,0,53770.9,0,53770.9,0
2025,UTTAR PRADESH,SIDDHARTH NAGAR,1158.57,289503,0,289503,69425.99,6128.79,5332.87,14405.33,578.44,0,95871.42,95871.42,8252.43,87618.99,7657.94382,1.1085,48318.75,55977.81,63.88775995,8561.35,30737.77,0,0,87618.99,0,87618.99,0
2025,UTTAR PRADESH,SITAPUR,991.26,574695,0,574695,99403.01,68887.99,3491.07,34825.07,2253.1,0,208860.24,208860.24,17369.86,191490.38,11680.4745,561.53933,98957.81,111199.82,58.0707083,12814.97,79156.08,0,0,191490.38,0,191490.38,0
2025,UTTAR PRADESH,SONBHADRA,973.09,241458.89,439498.63,680957.52,15317.53,2274.76,23814.51,6551.17,339.22,11712.9,60010.03,60010.03,5781.54,54228.49,4485.02145,385.81318,21820.04,26690.85,49.21923882,6109.92,25912.75,0,0,54228.49,0,54228.49,0
2025,UTTAR PRADESH,SULTANPUR,887.59,265381,0,265381,49607.09,21874.22,6308.94,15472.66,1900.39,34.01,95197.3,95197.3,9120.08,86077.22,6364.56924,0.073,47226.548,53591.19,62.25943403,7899.33,30951.27,0,0,86077.22,0,86077.22,0
2025,UTTAR PRADESH,UNNAO,765.68,460234,0,460234,68308.63,63365.51,15099.84,27307.89,2954.15,19.532,177055.55,177055.55,16108.72,160946.83,8939.06973,722.9555,89165.4425,98827.48,61.40380646,11867.98,59190.43,0,0,160946.83,0,160946.83,0
2025,UTTAR PRADESH,VARANASI,925.78,160532,0,160532,29442.12,12645.56,0,8083.54,319.27,1274.294,52818.88,52818.88,5281.91,47536.97,10780.27481,253.725523,31392.4,42426.39,89.24925169,11285.71,7750.36,0,0,47536.97,0,47536.97,0
2025,UTTARAKHAND,DEHRADUN,2183.6,140841.68,46651.07,187492.75,53918.44,625.07,81.17,2052.35,0,0,56677.03,56677.03,5667.71,51009.32,8006.939814,712.0701869,11711.99,20431,40.05346474,9417.87,29167.39,0,0,51009.32,0,51009.32,0
2025,UTTARAKHAND,HARIDWAR,1020,159432.38,69877.49,229309.87,31938.95,7865.49,494.19,6862.68,0,181.8,47343.11,47343.11,3920.26,43422.85,2549.595315,3592.128448,22359.84,28501.58,65.63728544,8477.56,12705.54,0,0,43422.85,0,43422.85,0
2025,UTTARAKHAND,NAINITAL,1711,62524,174023.43,236547.43,21746.62,2215.38,2165.98,2756.12,0,17.28,28901.38,28901.38,2890.14,26011.24,4004.010442,2041.08,8060.14,14105.23,54.22744168,5038.01,10872.02,0,0,26011.24,0,26011.24,0
2025,UTTARAKHAND,UDHAMSINGH NAGAR,1465.3,267065.99,0,267065.99,60592.51,6181.06,2740.25,9949.17,0,128.52,79591.5,79591.5,4835.14,74756.36,3227.2071,6612.585,32366.87,42206.67,56.45896884,9388.03,26388.87,0,0,74756.36,0,74756.36,0
2025,WEST BENGAL,ALIPURDUAR,3468.3,237597,0,237597,124234.33,0,161.47,4214.75,473.94,0,129084.49,129084.49,12908.47,116176.02,3451.185522,163.886,9366.1,12981.17,11.17370865,4763.85,101882.19,2809857.29,0,2926033.31,0,2926033.31,0
2025,WEST BENGAL,BANKURA,1330.9,688001,0,688001,115431.82,1753.01,8341.62,22215.37,12315.81,636.594,160694.25,160694.25,13657.53,147036.71,8799.386712,403.905,50234.5,59437.76,40.4237554,10248.19,87496.3,802947.57,0,949984.28,0,949984.28,0
2025,WEST BENGAL,BIRBHUM,1392.8,454809,0,454809,88166.69,1434.48,1554.1,9975.88,11331.87,24.968,112487.96,112487.96,9393.64,103094.32,8633.445594,1329.209781,24501.5,34464.15,33.42972726,10811.84,66451.77,430676.37,0,533770.69,0,533770.69,0
2025,WEST BENGAL,DAKSHIN DINAJPUR,1584.9,224036,0,224036,78789.56,0,2922.5,25491.87,6033.72,29.202,113266.82,113266.82,11096.97,102169.85,3962.139678,192.5468,58067.8,62222.5,60.90103881,4546.8,39362.68,583587.65,0,685757.5,0,685757.5,0
2025,WEST BENGAL,DARJILING,3118.5,108472,114759,223231,41439.73,51.42,587.08,0,280.06,4.838,42363.13,42363.13,4236.32,38126.81,558.2768805,632.49,2132.7,3323.45,8.716832066,922.87,34438.76,646177.12,0,684303.93,0,684303.93,0
2025,WEST BENGAL,HAORA,1600,132355,0,132355,20669.61,60.39,475.68,514.66,1180.35,3.716,22904.41,22904.41,1714.19,21190.22,2701.844172,409.0152968,1248,4358.87,20.57019701,4615.93,15585.29,175753.69,0,196943.91,0,196943.91,0
2025,WEST BENGAL,HUGLI,1476.1,300371,0,300371,96666.1,426.77,3547.95,20393.88,7363.92,58.408,128457.02,128457.02,12050.82,116406.2,10589.32616,1945.22262,50176.1,62710.62,53.87223361,13251.96,51510.45,881427.95,0,997834.15,0,997834.15,0
2025,WEST BENGAL,JALPAIGURI,3468.3,340219,0,340219,181004.11,164.29,530.1,5715.22,945.01,19.612,188378.35,188378.35,18837.83,169540.51,6535.195644,1118.0023,12700.5,20353.68,12.00520159,18364.82,137357.2,4966984.16,0,5136524.67,0,5136524.67,0
2025,WEST BENGAL,JHARGRAM,1535.5,302060,0,302060,88213.72,621.78,2660.06,9176.85,1417.59,98.236,102188.24,102188.24,8033.58,94154.65,2851.26612,326.49,20429.6,23607.35,25.07295179,3326.45,70072.12,429355.49,0,523510.14,0,523510.14,0
2025,WEST BENGAL,KALIMPONG,3118.5,21071,84289,105360,3714.73,0,287.58,0,0,2.506,4004.81,4004.81,400.49,3604.32,62.506323,2.46,0,64.97,1.802559151,63.74,3538.11,114209,0,117813.32,0,117813.32,0
2025,WEST BENGAL,KOCH BIHAR,3284.1,339637,0,339637,166579.59,0,484.1,35558.45,4539.78,39.918,207201.8,207201.8,20720.18,186481.62,7044.199824,101.64,79018.8,86164.64,46.20543301,8708.72,98652.48,5210565.67,0,5397047.29,0,5397047.29,0
2025,WEST BENGAL,KOLKATTA,1623.6,18700,0,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,WEST BENGAL,MALDA,1449.7,323886,0,323886,94427.46,0,2841.89,12490.99,8055.01,28.078,117843.44,117843.44,11041.76,106801.68,8030.71905,331.74,27805.5,36167.96,33.86459838,12131,66533.44,1888410.13,0,1995211.81,0,1995211.81,0
2025,WEST BENGAL,MURSHIDABAD,1433.2,513338,0,513338,143218.26,354.12,1494.55,38224.33,12038.84,111.63,195441.72,195441.72,14471.38,180970.34,14342.62711,432.6563559,90904.8,105680.05,58.39633721,202365.14,69072.73,1279951.75,0,1460922.09,0,1460922.09,0
2025,WEST BENGAL,NADIA,1443.8,391270,0,391270,125289.35,0,1424.04,60948.14,7014.89,235.614,194912.04,194912.04,18417.56,176494.48,8760.77088,477.111,135236,144473.85,81.8574326,12020.06,28761.35,2554578.82,0,2731073.3,0,2731073.3,0
2025,WEST BENGAL,NORTH 24 PARGANAS,1623.6,387233,0,387233,94916.87,0,432.22,37534.71,18529.96,18.316,151432.08,151432.08,12447.56,138984.52,11939.54438,2214.093424,83556.2,97709.84,70.30267831,17215.67,39552.91,1347177.18,0,1486161.7,0,1486161.7,0
2025,WEST BENGAL,PASCHIM BARDDHAMAN,1348.2,159165,0,159165,19546.54,122.99,242.23,383.78,3872.66,0,24168.2,24168.2,2212.21,21955.99,5000.806746,4247.489733,2602.84,11851.12,53.97670522,6619.71,9249.16,289263.81,0,311219.8,0,311219.8,0
2025,WEST BENGAL,PASCHIM MEDINIPUR,1535.5,631677,0,631677,187943.37,821.88,1594.55,42519.96,7727.62,151.632,240759.01,240759.01,22426.35,218332.66,11993.77897,1259.73,103186.4,116439.91,53.33142096,14391.47,99759.67,1223799.34,0,1442132,0,1442132,0
2025,WEST BENGAL,PURBA BARDDHAMAN,1348.2,543269,0,543269,149074.43,3110.39,1907.4,34234.67,13928.23,52.876,202308,202308,18695.03,183612.97,11477.49479,849.8178939,83940.2,96267.52,52.42958599,13616.07,86753.21,1155903.38,0,1339516.35,0,1339516.35,0
2025,WEST BENGAL,PURBA MEDINIPUR,1669.6,380995,0,380995,56117.12,0,148.51,6286.1,4506.71,10.714,67069.14,67069.14,6706.91,60362.23,4896.90351,20.718,17103.2,22020.83,36.48114061,6779.04,36459.26,342285.92,0,402648.15,0,402648.15,0
2025,WEST BENGAL,PURULIYA,1363.3,619313,0,619313,39246.8,0,5099.8,897.78,13301.94,501.294,59047.56,59047.56,5904.74,53142.82,7316.823288,140.1495,2001.2,9458.18,17.79766298,9387.08,41614.39,132774.12,0,185916.94,0,185916.94,0
2025,WEST BENGAL,SOUTH 24 PARGANAS,1623.6,551301,0,551301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,WEST BENGAL,UTTAR DINAJPUR,1922.3,319283,0,319283,95050.66,417.02,553.57,19541.3,5638.32,187.834,121388.68,121388.68,10361.54,111027.15,8276.914908,312.083,43425.1,52014.09,46.84808175,11304.37,55985.61,2382416.19,0,2493443.34,0,2493443.34,0
2025,0,0,1055.208284,246880213.8,45695650.48,292575864.3,27897279.44,4315468.897,6330368.378,5976775.012,1322037.343,1424074.553,47319282.08,46927500.75,3907156.904,43024482.52,2822301.06,430006.2661,22216900.74,25469208.18,60.63836725,3646369.945,18648993.08,124731261,2927777.25,165598161.1,5202639.722,165598161.1,5202639.722
2024,ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,2913.3,58040,286106,344146,15655.32,0,0,0,151.9,0,15807.22,15807.22,1580.73,14226.49,258.4857,13.12,0.804,272.39,1.914667638,269.19,13943.4,0,0,14226.49,0,14226.49,0
2024,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2805.2,38075,156091,194166,11344.64,0,0,0,16.14,0,11360.78,11360.78,1136.09,10224.69,90.188945,0.923,0.253,91.34,0.890312205,90.68,9819.3,56008,0,65919.13,313.56,65919.13,313.56
2024,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,3015.7,31524,215321,246845,10777.26,0,0,0,20.46,0,10797.72,10797.72,1079.76,9717.96,318.449725,13.615,10.647,342.69,3.526357384,331.62,9362.1,1045,0,10762.96,0,10762.96,0
2024,ANDHRA PRADESH,Alluri Sitharama Raju,1281.457606,639234.676,586107.7108,1225342.387,46817.15,0,108098.23,71.02,68.13,3170.202,158224.23,158224.23,7911.84,150312.39,1661.26158,0,577.316,2239.02,1.489577805,1810.56,148119.42,0,0,150312.39,0,150312.39,0
2024,ANDHRA PRADESH,Anakapalli,1182.636798,345922.6599,83322.41,429245.0699,36867.13,2015.7,33393.44,3068.18,2040.24,4554.514,81952.63,81952.63,4097.83,77854.81,4769.104716,478.5474,15719.32504,20967.06,26.93097575,5470.01,56646.98,1216281.18,0,1294136,0,1294136,0
2024,ANDHRA PRADESH,Ananthapuramu,522.7290031,946479.33,97831.67,1044311,42310.27,3375.71,8757.42,7979.77,5491.6,54058.506,121973.06,121973.06,6098.76,115874.29,3886.207302,727.292,36312.7426,40926.43,35.31968135,6064.03,74925.11,0,0,115874.29,0,115874.29,0
2024,ANDHRA PRADESH,Annamayya,744.0411791,666066,128462,794528,47435.34,28.89,1046.01,9184.37,7402.07,21473.402,86570.31,86570.31,4328.54,82241.76,3505.515392,137.748,31820.21956,35463.41,43.12092786,5137.07,45491.54,0,0,82241.76,0,82241.76,0
2024,ANDHRA PRADESH,Bapatla,917.3228724,380118,2767,382885,34500.59,6410.23,51413.49,3564.71,380.91,6426.398,102696.39,102696.39,5134.88,97561.51,2911.255786,55.2368,15491.48554,18457.94,27.34394214,2805.45,48843.3,709895.55,244502.73,776660.21,275299.57,776660.21,275299.57
2024,ANDHRA PRADESH,Chittoor,905.3953366,600450.95,85448.05,685899,56445.11,0,1238.79,14406.24,7234.2,11101.248,90425.47,90425.47,4521.59,85903.88,4283.359816,1366.5194,45253.99417,50903.85,59.25675301,5638.47,34698.53,3159229.11,0,3245132.9,0,3245132.9,0
