YEAR,STATE,DISTRICT,Rainfall (mm),Total Geographical Area (ha) - Recharge Worthy Area (ha).3,Total Geographical Area (ha) - Hilly Area,Total Geographical Area (ha),Ground Water Recharge (ham) - Rainfall Recharge.3,Ground Water Recharge (ham) - Canals.3,Ground Water Recharge (ham) - Surface Water Irrigation.3,Ground Water Recharge (ham) - Ground Water Irrigation.3,Ground Water Recharge (ham) - Tanks and Ponds.3,Ground Water Recharge (ham) - Water Conservation Structure.3,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m) - Domestic.3,Ground Water Extraction for all uses (ha.m) - Industrial.3,Ground Water Extraction for all uses (ha.m) - Irrigation.3,Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham),In-Storage Unconfined Ground Water Resources(ham) - Fresh,In-Storage Unconfined Ground Water Resources(ham).1 - Saline,Total Ground Water Availability in Unconfined Aquifier (ham) - Fresh,Total Ground Water Availability in Unconfined Aquifier (ham).1 - Saline,Total Ground Water Availability in the area (ham) - Fresh,Total Ground Water Availability in the area (ham).1 - Saline
2024,ANDHRA PRADESH,East Godavari,1143.372318,254552.8122,3081.92,257634.7322,27974.39,14267.89,39978.46,7019.32,15451.98,2598.27,107290,107290,5364.62,101925.38,2157.506313,1120.79736,30888.781,34167.05,33.52163122,2246.87,68798.43,0,0,101925.38,0,101925.38,0
2024,ANDHRA PRADESH,Eluru,1003.47831,649190.0655,10631.8045,659821.87,62095.38,10984.38,79756.65,9999.01,27066.28,11619.562,201521.22,201521.22,10076.33,191445.01,10198.62672,516.96,37028.49136,47743.61,27.46773467,11572.37,126197.43,4225284.78,767254.81,4398956.5,785028.09,4398956.5,785028.09
2024,ANDHRA PRADESH,Guntur,876.7923673,242332.86,2971,245303.86,21114.31,14480.02,28971.2,1274.26,759.85,475.356,67075.01,67075.01,3353.76,63721.25,2566.853914,218.3355,7867.542239,10652.7,20.48635126,2788.24,40942.74,414803.28,362966.14,466579.85,374910.82,466579.85,374910.82
2024,ANDHRA PRADESH,Kakinada,1153.761395,288124.172,13855.046,301979.218,26176.27,17821.17,88192.11,2759.01,2364.37,3021.568,140133.53,140133.53,7007.06,133327.52,2127.039033,3787.0606,14207.82885,20121.65,15.95702957,1941.94,89999,0,0,107137.86,26189.66,107137.86,26189.66
2024,ANDHRA PRADESH,Konaseema,1282.979374,207995.2816,100.62,208095.9016,29589.53,33018.53,78308.67,1986.56,427.66,392.334,143723.34,143723.34,7186.31,136537.03,1292.495076,44.96,9334.356581,10671.82,9.927738877,1338.38,96004.32,0,0,106636.87,29900.16,106636.87,29900.16
2024,ANDHRA PRADESH,Krishna,1050.534331,388056,0,388056,53225.29,54419.86,102558.63,8331.53,322.92,9697.366,228555.54,228555.54,11427.84,217127.7,2256.652739,1011.94,44308.476,47576.84,29.64515829,2692.79,110791.85,1047098.43,1229202.95,1205505.68,1287923.41,1205505.68,1287923.41
2024,ANDHRA PRADESH,Kurnool,610.147421,752247,45494,797741,38909.11,8627.64,11156.29,3049.32,1867.86,3844.812,67454.88,67454.88,3372.87,64082.01,5532.469633,71.275,13993.36295,19597.28,30.58156259,5671.97,44662.31,0,0,64082.01,0,64082.01,0
2024,ANDHRA PRADESH,NTR,1033.284437,306318.6,11805.4,318124,22008.59,12898.29,14168.69,6381.16,2204,6598.55,64259.16,64259.16,3213.03,61046.13,2432.469683,1133.88,20329.46448,23895.84,39.14390642,2471.08,37302.85,0,0,61046.13,0,61046.13,0
2024,ANDHRA PRADESH,Nandyal,716.0411336,706182,262433,968615,22717.73,1952.85,30014.86,3458.04,14561.85,9514.964,82220.45,82220.45,4111.14,78109.31,505.412,128.4,12220.88122,12854.15,16.45661702,505.86,65255.16,0,0,78109.31,0,78109.31,0
2024,ANDHRA PRADESH,Palnadu,765.7126717,651656.4249,78467.4301,730123.855,28011.43,7478.07,57363.05,5954.91,2571.86,1520.42,102899.67,102899.67,5145.07,97754.6,4481.901047,65.9202,25072.88515,29621.05,30.3274626,4393.82,68904.95,1472760.78,112950.14,1569163.24,114302.28,1569163.24,114302.28
2024,ANDHRA PRADESH,Parvathipuram Manyam,1168.070162,294881.4339,119994.82,414876.2491,33350.03,745.42,16107.24,4443.03,30128.24,6670.256,91444.53,91444.53,4572.57,86871.96,1766.91426,12.96,20015.68776,21795.33,25.08902758,2330.44,66218.62,0,0,86871.96,0,86871.96,0
2024,ANDHRA PRADESH,Prakasam,790.6948769,1138190,293931,1432121,67576.41,1175.35,2806.75,4146.51,8229.19,17683.356,101617.61,101617.61,5081.15,96536.46,4845.386793,509.48135,42156.86704,47512.15,50.00478489,4958.01,55899.08,5414536.04,203899.05,5507955.12,207016.41,5507955.12,207016.41
2024,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1040.045798,995326.321,50358.28571,1045684.607,88856.08,14984.62,65504.61,13104.98,12646.79,1879.72,196976.63,196976.63,9849.18,187127.44,5790.409632,987.25,37110.91146,43888.77,23.45419109,7173.37,144094.45,1735077.79,0,1922203.27,1.95,1922203.27,1.95
2024,ANDHRA PRADESH,Sri Sathya Sai,589.8408007,763624,105065,868689,43673.04,8667.51,969.79,15243,10026.82,41314.126,119894.4,119894.4,5994.87,113899.53,8904.8295,132.165,60054.71434,69091.82,60.66032055,11143.26,53422.23,1867984.72,0,1981884.25,0,1981884.25,0
2024,ANDHRA PRADESH,Srikakulam,1170.325902,448389.4527,10898,459287.4527,37980.12,13951.24,63414.13,5202.29,8347.86,4146.814,133042.42,133042.42,6652.3,126390.09,7287.265201,369.910345,36702.63897,44359.44,35.32284581,11559.9,86698.19,0,0,125582.86,807.23,125582.86,807.23
2024,ANDHRA PRADESH,Tirupati,1139.337334,762531.1779,60409,822940.1779,81568.88,541.42,26161.72,16764.26,24457.87,21238.52,170733.25,170733.25,8536.98,162196.27,3806.18107,1496.79,48299.6273,53602.53,34.92955836,9084.71,100140.9,3637364.63,4474.11,3790823.56,13211.44,3790823.56,13211.44
2024,ANDHRA PRADESH,Visakhapatnam,1278.930735,100167.2539,0,100167.2539,8280.47,0,2016.87,888.37,470.61,965.338,12621.7,12621.7,631.09,11990.61,2451.057292,50.5654,2880.577323,5382.2,44.88679058,3184.42,6078.37,739587.91,0,751578.52,0,751578.52,0
2024,ANDHRA PRADESH,Vizianagaram,1109.882738,401179.0719,11740.65,412919.7219,27535.41,6266.18,25714.57,7921.35,57881.69,17474.562,142793.66,142793.66,7139.93,135653.69,1808.8,110.26,33889.2752,35808.31,26.40612622,1808.8,101992.74,1998746.75,0,2134352.79,47.62,2134352.79,47.62
2024,ANDHRA PRADESH,West Godavari,1215.106208,227837,0,227837,39429.43,5022.73,101003.24,1379.41,269.42,542.85,147646.71,147646.71,7382.37,140264.34,679.7532,187.2,4180.810081,5047.09,8.34936089,1130.41,48039.7,0,87277.5,53132.45,174409.39,53132.45,174409.39
2024,ANDHRA PRADESH,Y.S.R Kadapa,685.4224221,880807.992,241810,1122617.992,57654.41,15934.57,1343.42,9160.82,2934.17,20218.114,107245.43,107245.43,5362.48,101882.95,9295.1355,430.428,31716.53587,41442.26,40.67634477,9295.16,62494.21,7526010.65,0,7627893.57,0,7627893.57,0
2024,ARUNACHAL PRADESH,ANJAW,0,0,619000,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,70397.81922,0,0,0,0,0,0,0,0,0
2024,ARUNACHAL PRADESH,CHANGLANG,2599.5,53000,413200,466200,24248.13,0,10336.2,29.16,0,0,34613.49,34613.49,3461.36,31152.13,180.1710372,0,64.8,244.97,0.786366775,188.4,30898.92,0,0,31152.13,0,31152.13,0
2024,ARUNACHAL PRADESH,DIBANG VALLEY,0,0,912900,912900,0,0,0,0,0,0,0,0,0,0,0,0,0,70397.81922,0,0,0,0,0,0,0,0,0
2024,ARUNACHAL PRADESH,EAST KAMENG,2136.1,31250,382150,413400,11748.55,0,6383.14,32.47,0,0.4,18164.56,18164.56,1816.45,16348.11,14.35968765,0,94.1,108.46,0.663440606,16.26,16237.75,0,0,16348.11,0,16348.11,0
2024,ARUNACHAL PRADESH,EAST SIANG,4418.8,110100,250200,360300,77747.55,0,9924.6,40.16,0,5,87717.31,86538.88,7969.5,78569.38,63.6661762,4.2,110.42,178.27,0.226895007,65.66,78389.12,0,0,78569.38,0,78569.38,0
2024,ARUNACHAL PRADESH,KURUNG KUMEY,0,0,604000,604000,0,0,0,0,0,0,0,0,0,0,0,0,0,70397.81922,0,0,0,0,0,0,0,0,0
2024,ARUNACHAL PRADESH,LOHIT,3003.5,200000,321200,521200,105754,0,17398.2,15.32,0,0,123167.52,122887.31,12316.75,110570.56,227.859802,8.4,34.36,270.62,0.244748693,237.07,110290.72,0,0,110570.56,0,110570.56,0
2024,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,3507,120000,270000,390000,76744.8,0,2391.53,74.13,0,0,79210.46,79210.46,7921.05,71289.41,31.41420315,0,216.5,247.91,0.34775151,31.9,71041.02,0,0,71289.41,0,71289.41,0
2024,ARUNACHAL PRADESH,LOWER SUBANSIRI,2136.9,10135,340665,350800,3705.7,0,2591.35,7.05,0,0,6304.1,6138.44,630.4,5508.04,22.28240685,0,16.83,39.11,0.710052941,26.71,5464.5,0,0,5508.04,0,5508.04,0
2024,ARUNACHAL PRADESH,PAPUM PARE,3336.8,17819,328381,346200,10728.76,0,3283.09,5.96,0,0,14017.8,11501.22,1401.79,10099.43,105.0550847,25.29,15.36,145.71,1.44275469,123.14,9935.64,0,0,10099.43,0,10099.43,0
2024,ARUNACHAL PRADESH,TAWANG,0,0,217200,217200,0,0,0,0,0,0,0,0,0,0,0,0,0,70397.81922,0,0,0,0,0,0,0,0,0
2024,ARUNACHAL PRADESH,TIRAP,3459.4,12500,223700,236200,7863.37,0,2269.39,2.47,1.03,0.023,10136.28,10136.28,1013.63,9122.65,48.80270643,0,6.25,55.04,0.603333461,50.06,9066.35,0,0,9122.65,0,9122.65,0
2024,ARUNACHAL PRADESH,UPPER SIANG,0,0,659000,659000,0,0,0,0,0,0,0,0,0,0,0,0,0,70397.81922,0,0,0,0,0,0,0,0,0
2024,ARUNACHAL PRADESH,UPPER SUBANSIRI,1746.5,700,702500,703200,215.17,0,2530.45,5.94,0,0,2751.56,2751.56,275.17,2476.39,3.62205195,0.9,16.64,21.16,0.854469611,4.39,2454.46,0,0,2476.39,0,2476.39,0
2024,ARUNACHAL PRADESH,WEST KAMENG,2521.4,6175,736025,742200,2740.27,0,755.58,0.48,0,0.122,3496.46,3496.46,349.63,3146.83,11.4038848,0,1.64,13.04,0.41438527,11.73,3133.47,0,0,3146.83,0,3146.83,0
2024,ARUNACHAL PRADESH,WEST SIANG,2912.9,10459,822041,832500,5362.02,0,2760.6,1.53,0,0.5,8124.65,8124.65,812.46,7312.19,2.3531915,1.18,4.12,7.65,0.10461982,2.4,7304.49,0,0,7312.19,0,7312.19,0
2024,ASSAM,BAKSA,3274.6,244873.01,1382.99,246256,135894.52,0,9554.57,270.63,633.1,0,146352.83,143930.09,14635.28,129294.81,1995.307688,3.16305,2555.28,4553.76,3.521997519,2042.59,124693.76,1943256.77,0,2072551.58,0,2072551.58,0
2024,ASSAM,BARPETA,2051.4,227056.25,1143.75,228200,81977.83,0,379.76,7083.96,1289.49,0,90731.04,86285.24,9073.11,77212.13,3990.619062,14.346708,24373.44,28378.4,36.75381057,4218.97,48605.37,817402.5,0,894614.63,0,894614.63,0
2024,ASSAM,BONGAIGAON,3102.4,99730,9570,109300,50271.67,0,87.6,4569.25,812.35,0,55740.87,51516.26,5574.1,45942.16,1675.552916,6.7986,10153.92,11836.27,25.76341643,1766.22,34015.23,576030.11,0,621972.27,0,621972.27,0
2024,ASSAM,CACHAR,3311.9,273358,105242,378600,87523.91,0,2339.9,0,2807.91,0,92671.72,53358.78,9267.18,44091.6,1413.363697,30.76643625,1.68,1445.78,3.279037277,1487.81,42571.4,399217.91,0,443309.52,0,443309.52,0
2024,ASSAM,CHIRANG,3218.7,191794,506,192300,108649.62,0,167.86,249.2,134.6,0,109201.28,107429.77,10920.13,96509.64,946.1947651,4.81734,1518.72,2469.7,2.559018975,970.07,94016.07,1530049.68,0,1626559.32,0,1626559.32,0
2024,ASSAM,DARRANG,1951.2,157654,846,158500,55331.68,0,96.13,687.47,1768.64,0,57883.92,57651.26,5405.15,52246.11,2113.202764,56.51582062,15523.2,17692.92,33.86456906,2240.22,34426.18,1310522.3,0,1362768.41,0,1362768.41,0
2024,ASSAM,DHEMAJI,2859.3,315155.99,8544.01,323700,143046.67,0,0,0,369.64,0,143416.31,111197.79,14341.64,96856.15,1510.118604,7.071075,3089.52,4606.73,4.75625967,1588.46,92171.08,3661792.7,0,3758648.85,0,3758648.85,0
2024,ASSAM,DHUBRI,2752.8,214392.01,3207.99,217600,100423.48,0,378.37,8172.55,899.27,0,109873.67,109135.62,10675.43,98460.19,4664.775503,28.2987,23600.64,28293.72,28.73620293,4986.54,69844.71,724058.96,0,822519.15,0,822519.15,0
2024,ASSAM,DIBRUGARH,2649.4,334688,3412,338100,146601.44,0,5.5,1877.68,1372.02,0,149856.64,138445.56,14985.65,123459.91,2689.969077,84.33982838,5633.04,8407.33,6.80976521,2761.88,114980.67,3959350.47,0,4082810.38,0,4082810.38,0
2024,ASSAM,DIMA HASAO,2791.8,234300,254500,488800,62795.41,0,0,63.01,100.86,0,62959.28,62959.28,6295.92,56663.36,236.3771228,1.188,336,573.55,1.012206124,243.95,56082.24,351450,0,408113.36,0,408113.36,0
2024,ASSAM,GOALPARA,2583.2,171983,10417,182400,76542.7,0,368.18,3229.48,764.02,0,80904.38,66534.25,8090.44,58443.81,2453.010986,47.29462,9972.48,12472.77,21.34147312,2604.68,45819.38,1006473.27,0,1064917.08,0,1064917.08,0
2024,ASSAM,GOLAGHAT,1751.7,348140,2060,350200,107331.28,0,345.77,1171.63,760.96,0,109609.64,107956.59,10960.97,96995.62,1994.852874,117.1500332,3833.76,5945.79,6.129957208,2052.65,90992.02,1044420,0,1141415.62,0,1141415.62,0
2024,ASSAM,HAILAKANDI,2838.3,104981,27719,132700,28604.88,0,38.76,0,1779.91,0,30423.55,23918.33,3042.36,20875.97,536.2171388,0,5.04,541.26,2.592741798,566.95,20303.98,153686.4,0,174562.37,0,174562.37,0
2024,ASSAM,JORHAT,2265.3,279408,5692,285100,112913.36,0,14058.05,1774.58,898.96,0,129644.95,70478.23,12964.49,57513.74,1388.05092,28.037898,5722.08,7138.18,12.41126034,1416.15,50347.46,1985814.48,0,2043328.22,0,2043328.22,0
2024,ASSAM,KAMRUP,1896.2,263024,47476,310500,85070.85,0,1868.74,0,1538.9,0,88478.49,75859.74,7912.59,67947.15,3545.514474,282.7017244,20233.92,24062.15,35.41303793,3696.96,43733.55,1534922.02,0,1602869.17,0,1602869.17,0
2024,ASSAM,KAMRUP (M),1813.4,65912,29545,95457,20383.94,0,139.16,0,9264.09,0,29787.19,25816.77,2448.3,23368.47,3615.68502,159.2905,1533.84,5308.8,22.71779025,3639.11,18036.25,689190.09,0,712558.56,0,712558.56,0
2024,ASSAM,KARBI ANGLONG,1122.2,656090,387310,1043400,132896.26,0,0,0,599.59,0,133495.85,120577.9,13349.59,107228.31,1947.074968,32.9758,1058.4,3038.47,2.833645331,2032.03,104104.88,2272059.26,0,2379287.57,0,2379287.57,0
2024,ASSAM,KARIMGANJ,3751,167648,13252,180900,59811.73,0,0,28.73,1349.16,0,61189.62,38239.7,6118.96,32120.74,1325.936929,4.193,85.68,1415.81,4.407775163,1404.17,30626.7,245716.02,0,277836.76,0,277836.76,0
2024,ASSAM,KOKRAJHAR,3102.4,327030,2570,329600,178565.7,0,949.33,1874.88,701.91,0,182091.82,176077.69,18209.2,157868.49,1730.244389,0,6328.56,8058.83,5.104774233,1750.75,149789.15,1569744,0,1727612.49,0,1727612.49,0
2024,ASSAM,LAKHIMPUR,3270.3,224930,2770,227700,117077.75,0,0,0,993.55,0,118071.3,82633.73,11082.79,71550.94,2433.85048,11.57484,4480.56,6925.99,9.679802949,2537.18,64521.62,481022.17,0,552573.11,0,552573.11,0
2024,ASSAM,MORIGAON,1884.8,149066,6034,155100,44332.78,0,12.83,3604.42,1091.14,0,49041.17,42357.37,4743.95,37613.42,2320.45272,14.753178,10822.56,13157.78,34.98161029,2470.27,24305.82,1199579.2,0,1237192.62,0,1237192.62,0
2024,ASSAM,NAGAON,1884.8,377341,19959,397300,121045.3,0,15319.56,0,3474.8,0,139839.66,114116.94,13983.97,100132.97,1805.122224,98.727916,27137.04,29040.85,29.00228566,1912.31,70984.95,1291438.91,0,1391571.88,0,1391571.88,0
2024,ASSAM,NALBARI,1896.2,103630,1014,104644,32705.94,0,0,0,198.87,0,32904.81,32904.81,3290.49,29614.32,398.2840195,36.9035,7479.36,7914.57,26.72548281,409,21689.03,608148.26,0,637762.58,0,637762.58,0
2024,ASSAM,SIBSAGAR,2412.4,264459,2341,266800,110712.36,0,19.45,428.38,342.71,0,111502.89,104716.69,10280.16,94436.53,1759.440247,72.05845515,2721.6,4553.11,4.821344029,1795.6,89847.27,1230192.12,0,1324628.65,0,1324628.65,0
2024,ASSAM,SONITPUR,1978.7,513224,7176,520400,173842.04,0,1775.24,361.71,817.7,0,176796.69,151788.72,16894.35,134894.37,4011.166863,104.1187954,8942.64,13057.93,9.680114893,4160.16,121687.45,5962423.56,0,6097317.93,0,6097317.93,0
2024,ASSAM,TINSUKIA,2322.6,371757,7243,379000,151965.94,0,1782,1316.55,1253.35,0,156317.84,144128.73,15631.79,128496.94,2070.001666,68.68270857,4331.04,6469.76,5.034952583,2146.38,121950.81,1979761.1,0,2108258.04,0,2108258.04,0
2024,ASSAM,UDALGURI,1957.8,200169.01,1030.99,201200,71487.36,0,484.84,0,373.61,0,72345.81,56527.55,7234.57,49292.98,1528.690627,62.6773653,4569.6,6160.97,12.49867628,1560.71,43099.99,1501442.12,0,1550735.1,0,1550735.1,0
